name,ndex,category,bio,type1,type2,predicted_type1,predicted_type2,match_score,binary_match_score,raw_output,input_tokens,output_tokens,total_tokens
Seismitoad,537,Vibration,"[NAME] is a bulky, aquamarine-blue, bipedal toad-like Pokemon. Its underside and the bumps found on various parts of its body are cyan with thick black edges. Its hands and feet have three bulbous digits. Additionally, [NAME] has red eyes, cyan adornments on its legs, and a long tongue.

The various lumps on its body have varying capabilities. The ones on its head can shoot a paralyzing liquid, while the ones on its hands can be vibrated to increase its punching power. It can also vibrate the lumps as a source of torment for its opponents, or use them to create earthquake-like tremors. [NAME] is popular among the elderly, who use the lumps' vibrations for massages. [NAME] is known to wield venom, and is related to Croagunk and Toxicroak.",Water,Ground,Poison,Fighting,0.0,0,"[""Poison"", ""Fighting""]",441,78,519
Swellow,277,Swallow,"[NAME] is a large, dark-blue avian Pokemon with a red breast and face. A crest of feathers sweeps back from the top of its head. A blue stripe separates the red markings on its head and chest, and it has a white underside. It has small, narrow eyes, a pointed, yellow beak, and red feet with black talons. Each foot has three forward-facing toes and one pointed backward. Two long, pointed feathers with red tips form its tail and are an indication of good health when standing up straight. [NAME]'s wings taper to a sharp point. An impressive dive-bomber, it will never miss its target. Additionally, it takes great pride in its glossy plumage and often cleans the wings of other [NAME]. It searches for warm meadows while in the air. [NAME] preys on Wurmple.",Normal,Flying,Normal,Flying,1.0,1,"[""Normal"", ""Flying""]",442,76,518
Flamigo,973,Synchronize,"[NAME] is an avian Pokemon resembling a flamingo. It is mostly pink, with a rounded body and wings, and a long serpentine neck that's usually tied into a knot at the base. It is said that [NAME] ties its neck into a knot to keep the energy inside its belly from escaping. When it unties its neck, [NAME] is able to attack by rapidly swinging its head. [NAME] also has tall thin white legs with webbed feet, a white face, a curved beak with a black tip, and yellow eyes with black pupils. [NAME] typically stands on one of its legs.

[NAME] lives near bodies of water and in wetlands. Flocks of [NAME] are known to attack together in perfect harmony, via a behavior known as ""synchronizing"". [NAME] is the only known Pokemon that can have Costar as an Ability.",Flying,Fighting,Normal,Flying,0.0,0,"[""Normal"", ""Flying""]",449,76,525
Swalot,317,Poison Bag,"[NAME] is a tall, purple, amorphous Pokemon. It has red, beady eyes and yellow whiskers. A female [NAME] has shorter whiskers than a male. It has puckered lips and can fit an automobile tire in its mouth. Its hands have three fingers. It has a single row of black rhombi running across its midsection, and it can expand and contract its body at will. 

[NAME] is capable of swallowing anything whole and can digest anything except its own stomach lining. It covers prey and opponents with a powerful poison. It likes eating poisoned and poisonous things. It lives in grasslands and savannas. As mentioned in the Sleep Style Dex, [NAME] sometimes sleeps with its mouth wide open. It is believed that [NAME] is dreaming of a huge meal it is attempting to swallow whole.",Poison,,Poison,,1.0,0,"[""Poison""]",439,138,577
Taillow,276,{{tt|Tiny Swallow|TinySwallow before Generation VI}},"[NAME] is a small avian Pokemon with dark blue feathers. A red marking with pointed tips stretches from its chest to its forehead, and it has a white underside. It has narrow brown eyes and a short yellow beak. It has elongated wingtips and black feet with yellow talons. Each foot has three toes facing forward and one backward. Two sharply pointed feathers form its tail.

[NAME] is very gutsy and will stand up to powerful opponents without backing down. During the cold season, this Pokemon will fly over 180 miles (300 kilometers) per day to search for areas that have warm climates. It typically hunts Wurmple, but flocks have also been shown eating crops in the Pokemon Chronicles episode ''We're No Angels!''. When it is hungry, it will weaken and cry loudly.",Normal,Flying,Normal,Flying,1.0,1,"[""Normal"", ""Flying""]",431,140,571
Yamask,562,Spirit,"[NAME] is a shadow-like Pokemon holding a golden mask that has a face from its time as a human. It has two shadowy, tendril-like arms and large, red eyes. It also has a small tail-like appendage that holds the mask. [NAME] is capable of speech when possessing a human, but not in its regular form.

Due to being a human long ago, [NAME] retains its memories from before it became a Pokemon. It becomes furious when the mask is lost or taken away. If someone wears the mask [NAME] carries, they will become possessed by the [NAME] in question. Sometimes, it looks at this mask and cries, apparently in longing. [NAME] is known to wander the ruins of ancient civilizations. [NAME] and its Evolution, Cofagrigus, are the only known Pokemon that can have Mummy as an Ability.",Ghost,,Ghost,,1.0,0,"[""Ghost""]",445,73,518
Maschiff,942,Rascal,"[NAME] is a brown, quadrupedal, canine Pokemon, with a dark gray snout and underside. It has a layer of thick fat under its skin that protects it from attacks. Its paws have four toes each. It has yellow tufts of fur on its head and back; the head fur makes the appearance of a crest. It also has a long, yellow, brushy tail. Its head has droopy triangular ears with yellow insides, and black beady eyes below two protuberances on its forehead that seemingly give it a constant anxious expression. Its snout contains a rounded triangular orange nose and a large mouth, with strong jaws and sharp fangs that can crush boulders.

[NAME] always tilts its head and makes a big scowl to appear threatening, although the display is highly ineffective even towards children.",Dark,,Rock,,0.0,0,"[""Rock""]",437,201,638
Binacle,688,Two-Handed,"[NAME] is a Pokemon that resembles a goose barnacle. It also has the appearance of a hand and arm; the “hand” serves as its head. Its head is brown with puffy orange cheeks and an orange marking where a nose would be located. On top of its head are three long claws. Its body is orange with a white band around the middle. 

[NAME] is always found as a pair living in a single gray rock, and they need to cooperate with each other in order to survive. It moves by stretching and contracting its bodies and yanking the rock along in a hopping motion. The pair has a tendency of squabbling with one another. When they do, one of them will move and find a different rock with a different [NAME] to live alongside with. [NAME] eats seaweed that washes up on the shoreline.",Rock,Water,Rock,Water,1.0,1,"[""Rock"", ""Water""]",441,76,517
Baltoy,343,Clay Doll,"[NAME] is a small Pokemon that resembles a tan figurine made out of clay or mud. There are arching, red markings over its eyes, which usually appear closed. A red stripe encircles its body and forms a ring on its belly. It has flat appendages that resemble arms. A spike protrudes from the top of its head and another, smaller spike under its body acts as its foot. It moves by spinning on this single, pointed foot, and balances upright to sleep. [NAME] is usually found in ruins and old graveyards, where it assembles with its kind and unleashes loud cries. Old cave wall paintings depict it living with people in ancient times. As seen in the AG episode ''Me, Myself and Time'', an ancient civilization used [NAME] for time travel when spinning on a magic circle artifact.",Ground,Psychic,Ground,Psychic,1.0,1,"[""Ground"", ""Psychic""]",437,13,450
Kricketot,401,Cricket,"[NAME] is a bipedal, bug-like Pokemon. The majority of its body is red with a pale yellow streak down its front and a black cape-like marking on its back. Its head is encircled with a flat, pale yellow structure similar to a collar. A female has a bigger collar than a male. Two hard, black antennae with curled tips are connected to the head by a dark red segment. A similar dark red segment forms this Pokemon's nose, and it has small, black hands and feet. [NAME] are known to stumble sometimes due to their short legs.

By shaking its head and rubbing its antennae together, [NAME] is able to create a sound similar to a xylophone or marimba that it uses to communicate with others of its kind. [NAME] are known to gather in greater numbers during autumn nights.",Bug,,Bug,,1.0,0,"[""Bug""]",441,73,514
Dolliv,929,Olive,"[NAME] is a green plant Pokemon resembling a human wearing a dress. Its head is light green, with several leaves and two olive fruits on top. Its black beady eyes and mouth are relatively small compared to its head. It has a collar-like shape below its head, and its body flares out into multiple parts at the bottom, hiding its thin, light green legs. It has two long leaves for arms.

[NAME] has coexisted with humans since ancient times, living among settlements and sharing its tasteful, fresh-scented oil. It enjoys basking in the sunlight until the fruits on its head ripen. Once accomplished, it leaves the settlements and goes on its own journey.

[NAME] and its evolutionary relatives are the only known Pokemon capable of learning the move Terrain Pulse by leveling up.",Grass,Normal,Grass,,0.5,0,"[""Grass""]",431,201,632
